txid,bookingdate,issuercountrycode,txvariantcode,bin,amount,currencycode,shoppercountrycode,shopperinteraction,simple_journal,cardverificationcodesupplied,cvcresponsecode,creationdate,accountcode,mail_id,ip_id,card_id
153,2016-01-13 21:18:39,MX,visaclassic,410180,489700,MXN,MX,Ecommerce,Chargeback,TRUE,0,2015-10-31 02:15:25,MexicoAccount,email55291,ip68076,card52726
154,2016-01-13 21:18:39,MX,visaclassic,477291,79900,MXN,MX,Ecommerce,Chargeback,TRUE,0,2015-10-31 03:19:57,MexicoAccount,email74278,ip113853,card171609
155,2016-03-03 22:44:33,MX,visaclassic,493172,149900,MXN,MX,Ecommerce,Chargeback,TRUE,0,2015-10-31 04:21:55,MexicoAccount,email164253,ip61257,card216742
156,2015-07-01 00:03:25,MX,visaclassic,426807,79900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 00:03:24,MexicoAccount,email86374,ip77360,card38753
157,2015-07-01 00:15:53,MX,mccredit,520416,223900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 00:15:52,MexicoAccount,email52199,ip114157,card3816
158,2015-07-01 00:17:29,MX,visaclassic,410180,59400,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 00:17:28,MexicoAccount,email260018,ip71421,card130014
159,2015-07-01 00:23:58,MX,mccredit,529091,139900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 00:23:57,MexicoAccount,email277746,ip109973,card83659
160,2015-07-01 00:25:05,MX,visadebit,415231,129900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 00:25:04,MexicoAccount,email235690,ip67193,card252020
161,2015-07-01 00:29:16,MX,mccredit,520416,329900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 00:29:15,MexicoAccount,email52199,ip114157,card3816
162,2015-07-01 00:37:06,MX,visagold,477213,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 00:37:06,MexicoAccount,email309173,ip110454,card63209
163,2015-07-01 00:38:08,MX,visaclassic,455545,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 00:38:08,MexicoAccount,email309173,ip110454,card6116
164,2015-07-01 00:51:50,MX,visaclassic,477291,183900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 00:51:49,MexicoAccount,email217929,ip61680,card261030
167,2015-07-01 01:25:56,MX,visaclassic,477291,183900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 01:25:56,MexicoAccount,email337715,ip61680,card251859
169,2015-07-01 02:29:05,US,cirrus,566601,109900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 02:28:56,MexicoAccount,email33361,ip70027,card125556
170,2015-07-01 02:30:16,MX,visadebit,415231,109900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 02:30:16,MexicoAccount,email33361,ip70027,card152258
171,2015-07-01 02:31:24,NA,visa,444087,109900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 02:31:23,MexicoAccount,email33361,ip70027,card112179
172,2015-07-01 02:31:32,MX,visadebit,491566,539500,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 02:31:31,MexicoAccount,email108822,ip85326,card141188
174,2015-07-01 02:50:31,MX,visadebit,491566,539500,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 02:50:31,MexicoAccount,email108822,ip85326,card141188
175,2015-07-01 02:54:17,MX,visaplatinum,477214,539500,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 02:54:17,MexicoAccount,email108822,ip85326,card75139
176,2015-07-01 03:36:12,MX,mccredit,547046,237700,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 03:36:12,MexicoAccount,email264349,ip113595,card141573
177,2015-07-01 03:37:41,MX,mccredit,547046,237700,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 03:37:41,MexicoAccount,email264349,ip113595,card73813
178,2015-07-01 03:48:38,MX,visaclassic,417849,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 03:48:37,MexicoAccount,email212385,ip76216,card256599
179,2015-07-01 04:20:24,MX,mccredit,548234,84915,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 04:20:23,MexicoAccount,email231987,ip83624,card189879
180,2015-07-01 04:21:43,MX,mccredit,548234,84915,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 04:21:42,MexicoAccount,email231987,ip83624,card189879
181,2015-07-01 04:27:16,MX,mccredit,557920,119900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 04:27:16,MexicoAccount,email69405,ip76030,card49464
182,2015-07-01 04:28:49,MX,mccredit,548234,119900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 04:28:48,MexicoAccount,email69405,ip76030,card248442
183,2015-07-01 04:29:55,MX,visadebit,491566,119900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 04:29:54,MexicoAccount,email69405,ip76030,card153459
184,2015-07-01 04:33:06,US,mccredit,514887,24900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-01 04:33:05,MexicoAccount,email93254,ip89098,card169740
185,2015-07-01 04:40:19,US,mccredit,514887,24900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-01 04:40:18,MexicoAccount,email93254,ip89098,card115099
186,2015-07-01 04:40:49,US,mccredit,527518,24900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-01 04:40:49,MexicoAccount,email93254,ip89098,card255676
187,2015-07-01 04:46:53,MX,mccredit,520416,97900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 04:46:52,MexicoAccount,email107876,ip65551,card244649
188,2015-07-01 04:47:06,MX,mccredit,533609,99900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 04:47:05,MexicoAccount,email21640,ip114280,card45172
189,2015-07-01 05:05:44,US,mccredit,552465,89900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 05:05:43,MexicoAccount,email67566,ip67951,card34158
190,2015-07-01 05:06:58,US,mccredit,552465,89900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 05:06:57,MexicoAccount,email67566,ip67951,card57158
191,2015-07-01 05:07:38,US,visadebit,474472,89900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 05:07:38,MexicoAccount,email67566,ip67951,card260294
192,2015-07-01 05:20:44,MX,visaclassic,420199,129900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 05:20:44,MexicoAccount,email96612,ip78748,card271021
193,2015-07-01 05:34:54,US,mccredit,546616,29900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 05:34:54,MexicoAccount,email331779,ip83787,card224792
194,2015-07-01 05:36:14,US,mccredit,546616,29900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 05:36:14,MexicoAccount,email331779,ip83787,card129987
195,2015-07-01 05:36:58,MX,mccredit,533609,29900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 05:36:58,MexicoAccount,email331779,ip83787,card197810
196,2015-07-01 06:09:45,MX,mccredit,548234,179800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 06:09:44,MexicoAccount,email9381,ip68899,card96872
197,2015-07-01 06:14:57,MX,visaclassic,493172,129900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 06:14:57,MexicoAccount,email156258,ip76102,card26461
198,2015-07-01 06:28:15,MX,visadebit,415231,31900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 06:28:14,MexicoAccount,email102019,ip111414,card223638
199,2015-07-01 06:30:28,MX,visadebit,415231,31900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 06:30:27,MexicoAccount,email102019,ip111414,card223638
200,2015-07-01 06:30:52,MX,visadebit,415231,38400,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 06:30:51,MexicoAccount,email109942,ip76213,card42578
201,2015-07-01 06:35:50,MX,visadebit,415231,87900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 06:35:49,MexicoAccount,email138407,ip76461,card114487
202,2015-07-01 06:37:33,MX,visadebit,415231,87900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 06:37:32,MexicoAccount,email138407,ip76461,card114487
203,2015-07-01 06:45:08,MX,visadebit,415231,87900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 06:45:07,MexicoAccount,email138407,ip76461,card114487
204,2015-07-01 06:52:58,MX,visadebit,415231,23900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 06:52:52,MexicoAccount,email97314,ip76165,card189752
205,2015-07-01 07:07:00,MX,visadebit,415231,87900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 07:06:59,MexicoAccount,email138407,ip76461,card114487
206,2015-07-01 07:17:47,MX,mccredit,533609,129900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 07:17:47,MexicoAccount,email344490,ip76922,card223479
207,2015-07-01 07:28:28,NA,visa,476684,119900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 07:28:27,MexicoAccount,email17821,ip66918,card48192
208,2015-07-01 07:29:51,MX,visaclassic,493172,410100,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 07:29:51,MexicoAccount,email99986,ip67451,card78699
209,2015-07-01 07:31:55,MX,visaclassic,493172,410100,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 07:31:55,MexicoAccount,email99986,ip67451,card78699
210,2015-07-01 07:43:08,MX,mccredit,520694,159900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 07:43:08,MexicoAccount,email206716,ip82329,card268476
211,2015-07-01 07:45:05,MX,mcdebit,520698,159900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 07:45:05,MexicoAccount,email206716,ip82329,card139616
212,2015-07-01 07:48:40,MX,mccredit,549138,159900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 07:48:40,MexicoAccount,email206716,ip82329,card126575
213,2015-07-01 07:49:59,MX,mccredit,549138,159900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 07:49:59,MexicoAccount,email206716,ip82329,card217529
214,2015-07-01 07:56:09,MX,mccredit,517712,29900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 07:56:08,MexicoAccount,email118109,ip69644,card217743
215,2015-07-01 07:58:06,MX,mccredit,517712,29900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 07:58:06,MexicoAccount,email118109,ip69644,card217743
216,2015-07-01 08:01:29,NA,visa,453963,29900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 08:01:29,MexicoAccount,email118109,ip69644,card104926
217,2015-07-01 08:17:52,MX,visagold,493173,34900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 08:17:51,MexicoAccount,email78907,ip66843,card96982
219,2015-07-01 08:20:07,MX,visagold,493173,34900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 08:20:07,MexicoAccount,email78907,ip66843,card96982
220,2015-07-01 09:04:01,US,mccredit,531490,29900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-01 09:04:00,MexicoAccount,email91914,ip131896,card34993
221,2015-07-01 09:04:18,US,mccredit,531490,29900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-01 09:04:17,MexicoAccount,email91914,ip131896,card238113
222,2015-07-01 09:04:35,US,mccredit,531490,29900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-01 09:04:35,MexicoAccount,email91914,ip131896,card116441
223,2015-07-01 09:05:14,US,mccredit,531490,29900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-01 09:05:14,MexicoAccount,email91914,ip131896,card117220
224,2015-07-01 09:05:40,US,mccredit,531490,29900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-01 09:05:40,MexicoAccount,email91914,ip131896,card192894
225,2015-07-01 09:06:07,US,mccredit,531490,29900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-01 09:06:07,MexicoAccount,email91914,ip131896,card214788
226,2015-07-01 09:06:47,US,mccredit,531490,29900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-01 09:06:46,MexicoAccount,email91914,ip131896,card110940
227,2015-07-01 09:07:15,US,mccredit,531490,29900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-01 09:07:15,MexicoAccount,email91914,ip131896,card86207
228,2015-07-01 09:07:55,US,mccredit,531490,29900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-01 09:07:55,MexicoAccount,email91914,ip131896,card153270
229,2015-07-01 09:09:36,US,mccredit,531490,29900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-01 09:09:36,MexicoAccount,email91914,ip131896,card213769
234,2015-07-01 09:46:15,MX,visaclassic,477291,139900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 09:46:14,MexicoAccount,email337715,ip61680,card160410
235,2015-07-01 09:47:57,MX,visadebit,421316,93415,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 09:47:56,MexicoAccount,email110520,ip82850,card77478
236,2015-07-01 09:50:08,MX,visadebit,421316,93415,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 09:50:07,MexicoAccount,email110520,ip82850,card134866
237,2015-07-01 10:31:08,MX,mcdebit,525678,95900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 10:31:07,MexicoAccount,email159031,ip66677,card145289
238,2015-07-01 14:11:18,MX,mccredit,557910,79900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 14:11:17,MexicoAccount,email226088,ip77475,card106893
239,2015-07-01 14:25:18,MX,visadebit,491566,89900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 14:25:18,MexicoAccount,email226088,ip77475,card64295
240,2015-07-01 15:20:04,MX,mccredit,549639,34900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-01 15:20:03,MexicoAccount,email78907,ip43811,card209165
241,2015-07-01 15:41:09,MX,mcdebit,525678,59900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 15:41:08,MexicoAccount,email182938,ip110281,card183442
242,2015-07-01 15:42:26,MX,mcdebit,525678,59900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 15:42:26,MexicoAccount,email182938,ip110281,card183442
243,2015-07-01 15:43:43,MX,mcdebit,525678,59900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 15:43:43,MexicoAccount,email182938,ip110281,card183442
244,2015-07-01 15:43:59,MX,mccredit,557920,549800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 15:43:59,MexicoAccount,email9134,ip67831,card148348
245,2015-07-01 16:45:02,MX,visadebit,415231,139900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 16:45:02,MexicoAccount,email169134,ip77123,card196800
246,2015-07-01 17:04:20,MX,visadebit,415231,87900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 17:04:19,MexicoAccount,email138407,ip67515,card114487
247,2015-07-01 17:06:05,MX,visadebit,415231,87900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 17:06:04,MexicoAccount,email138407,ip67515,card114487
248,2015-07-01 18:05:31,MX,visadebit,442192,39900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 18:05:30,MexicoAccount,email286569,ip68122,card241842
249,2015-07-01 18:05:39,MX,visadebit,415231,127245,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 18:05:37,MexicoAccount,email108972,ip110040,card123514
250,2015-07-01 18:07:15,MX,visadebit,415231,127245,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 18:07:14,MexicoAccount,email108972,ip110040,card123514
251,2015-07-01 18:10:00,MX,visadebit,442192,39900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 18:09:56,MexicoAccount,email286569,ip68122,card98571
252,2015-07-01 18:11:05,MX,visadebit,442192,39900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 18:11:04,MexicoAccount,email286569,ip68122,card98571
253,2015-07-01 18:12:21,MX,visadebit,442192,39900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 18:12:20,MexicoAccount,email286569,ip68122,card98571
254,2015-07-01 18:16:45,MX,mccredit,544548,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 18:16:44,MexicoAccount,email280979,ip77323,card136848
255,2015-07-01 18:18:11,MX,mccredit,544548,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 18:18:10,MexicoAccount,email280979,ip77323,card136848
256,2015-07-01 18:40:49,MX,visaclassic,418094,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 18:40:47,MexicoAccount,email55699,ip65270,card108928
257,2015-07-01 18:46:24,MX,mccredit,544548,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 18:46:23,MexicoAccount,email280979,ip77323,card136848
258,2015-07-01 18:49:24,MX,mccredit,544548,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 18:49:23,MexicoAccount,email280979,ip77323,card136848
259,2015-07-01 18:50:37,MX,visaclassic,417849,132315,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 18:50:35,MexicoAccount,email248881,ip41857,card245554
260,2015-07-01 18:52:00,MX,visaclassic,417849,132315,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 18:51:59,MexicoAccount,email248881,ip41857,card245554
261,2015-07-01 18:53:28,MX,visaclassic,477291,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 18:53:27,MexicoAccount,email280979,ip77323,card208652
262,2015-07-01 18:55:41,MX,mccredit,544548,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 18:55:40,MexicoAccount,email280979,ip77323,card136848
263,2015-07-01 18:57:29,MX,visadebit,415231,139900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 18:57:29,MexicoAccount,email169134,ip77123,card196800
265,2015-07-01 19:00:13,MX,mcdebit,525678,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 19:00:13,MexicoAccount,email280979,ip77323,card240287
266,2015-07-01 19:00:53,MX,visaclassic,417849,132315,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 19:00:53,MexicoAccount,email248881,ip41856,card245554
267,2015-07-01 19:03:51,MX,visaclassic,417849,132315,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 19:03:51,MexicoAccount,email248881,ip41856,card245554
268,2015-07-01 19:04:37,MX,mcdebit,525678,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 19:04:37,MexicoAccount,email280979,ip77323,card240287
269,2015-07-01 19:11:06,MX,mccredit,544548,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 19:11:06,MexicoAccount,email280979,ip77323,card136848
270,2015-07-01 19:15:10,MX,mcdebit,525678,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 19:15:10,MexicoAccount,email280979,ip77323,card240287
271,2015-07-01 19:17:29,MX,mccredit,544548,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 19:17:29,MexicoAccount,email280979,ip77323,card136848
272,2015-07-01 19:19:20,MX,visaclassic,477291,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 19:19:20,MexicoAccount,email280979,ip77323,card208652
273,2015-07-01 19:30:34,MX,mccredit,547146,219800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 19:30:33,MexicoAccount,email62014,ip79987,card115616
274,2015-07-01 19:33:23,MX,mccredit,528843,317600,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 19:33:22,MexicoAccount,email103463,ip75987,card217640
275,2015-07-01 19:37:55,MX,visadebit,415231,139900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 19:37:54,MexicoAccount,email51898,ip41824,card189425
277,2015-07-01 19:45:02,MX,visadebit,415231,67900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 19:45:01,MexicoAccount,email71740,ip110393,card215900
278,2015-07-01 19:48:10,MX,visadebit,415231,97900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 19:48:09,MexicoAccount,email200874,ip68318,card263348
279,2015-07-01 19:58:10,MX,visadebit,415231,95900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 19:58:09,MexicoAccount,email253444,ip66761,card192031
280,2015-07-01 20:24:15,MX,visadebit,415231,76900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 20:24:14,MexicoAccount,email199012,ip65965,card141107
281,2015-07-01 20:56:13,MX,visagold,493173,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 20:56:12,MexicoAccount,email12772,ip83561,card250693
282,2015-07-01 20:58:15,MX,mccredit,535875,109900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 20:58:13,MexicoAccount,email16649,ip69941,card95989
283,2015-07-01 20:59:56,MX,mccredit,535875,109900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 20:59:54,MexicoAccount,email16649,ip69941,card95989
284,2015-07-01 21:34:52,MX,visaclassic,493172,314415,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 21:34:51,MexicoAccount,email85627,ip112997,card220830
285,2015-07-01 21:36:44,MX,visaclassic,493172,314415,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 21:36:43,MexicoAccount,email85627,ip112997,card220830
286,2015-07-01 21:38:41,MX,visaclassic,493172,314415,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 21:38:41,MexicoAccount,email85627,ip112997,card220830
287,2015-07-01 21:45:17,MX,visaclassic,493172,314415,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 21:45:16,MexicoAccount,email85627,ip112997,card220830
288,2015-07-01 21:49:26,MX,visaclassic,493172,314415,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 21:49:25,MexicoAccount,email85627,ip112997,card12340
289,2015-07-01 22:00:17,MX,visaclassic,493172,314415,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 22:00:17,MexicoAccount,email85627,ip112997,card12340
290,2015-07-01 22:07:52,MX,mccredit,520694,539500,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 22:07:51,MexicoAccount,email108822,ip69931,card20486
291,2015-07-01 22:09:44,MX,mccredit,520694,539500,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 22:09:44,MexicoAccount,email108822,ip69931,card20486
292,2015-07-01 22:13:27,MX,visagold,477213,139900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 22:13:27,MexicoAccount,email70863,ip80493,card150729
293,2015-07-01 22:14:37,MX,visaclassic,418080,139900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 22:14:37,MexicoAccount,email70863,ip80493,card137070
294,2015-07-01 22:15:57,MX,mccredit,557907,139900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 22:15:57,MexicoAccount,email70863,ip80493,card19692
295,2015-07-01 22:16:04,MX,mccredit,520694,509700,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 22:16:04,MexicoAccount,email108822,ip69931,card20486
296,2015-07-01 22:17:29,MX,mccredit,529091,139900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 22:17:29,MexicoAccount,email70863,ip80493,card243002
297,2015-07-01 22:32:26,US,visaclassic,403784,169900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 22:32:25,MexicoAccount,email179326,ip79877,card234014
298,2015-07-01 22:32:44,US,visaclassic,403784,169900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 22:32:44,MexicoAccount,email179326,ip79877,card249019
299,2015-07-01 22:33:12,US,visaclassic,403784,169900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 22:33:12,MexicoAccount,email179326,ip79877,card38083
300,2015-07-01 22:33:38,US,visaclassic,403784,169900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 22:33:38,MexicoAccount,email179326,ip79877,card254192
301,2015-07-01 22:34:03,US,visaclassic,403784,169900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 22:34:03,MexicoAccount,email179326,ip79877,card189325
302,2015-07-01 22:36:33,MX,mccredit,544548,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 22:36:32,MexicoAccount,email280979,ip77323,card136848
303,2015-07-01 22:38:37,MX,mccredit,544548,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 22:38:37,MexicoAccount,email280979,ip77323,card136848
304,2015-07-01 22:47:57,MX,mccredit,522130,34900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 22:47:56,MexicoAccount,email252178,ip111052,card216492
305,2015-07-01 22:48:59,MX,mccredit,522130,34900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 22:48:58,MexicoAccount,email252178,ip111052,card216492
306,2015-07-01 23:00:53,MX,visadebit,409851,34900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 23:00:50,MexicoAccount,email82136,ip111127,card160717
307,2015-07-01 23:04:32,MX,visadebit,409851,34900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 23:04:31,MexicoAccount,email82136,ip111127,card160717
308,2015-07-01 23:13:15,US,mccredit,552465,429800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 23:13:14,MexicoAccount,email89518,ip67282,card35481
309,2015-07-01 23:13:56,US,mccredit,552465,429800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 23:13:56,MexicoAccount,email89518,ip67282,card71635
310,2015-07-01 23:14:29,US,mccredit,552465,429800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 23:14:29,MexicoAccount,email89518,ip67282,card181147
311,2015-07-01 23:43:46,BR,visagold,493102,309400,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 23:43:45,MexicoAccount,email132664,ip77336,card73290
312,2015-07-01 23:48:16,CA,visadebit,453748,309400,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 23:48:14,MexicoAccount,email132664,ip77336,card216340
313,2015-07-01 23:50:03,ES,mccredit,548901,309400,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-01 23:50:03,MexicoAccount,email132664,ip77336,card238679
